id_transacao,data,funcionario,cargo,descricao,valor,categoria,departamento
TX_1969,2008-04-29,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,70.2,Copa e Cozinha,Contabilidade
TX_1970,2008-04-29,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,49.38,Refeição,Vendas
TX_1971,2008-04-29,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,6.58,Copa e Cozinha,Suprimentos
TX_1972,2008-04-29,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,29.65,Copa e Cozinha,Recursos Humanos
TX_1973,2008-04-29,Stanley Hudson,Vendedor,Chili's - Despesa de Refeição com Cliente,77.97,Refeição com Cliente,Vendas
TX_1974,2008-04-29,Michael Scott,Gerente Regional,Cooper's Seafood - Despesa de Refeição com Cliente,89.82,Refeição com Cliente,Gerência
TX_1975,2008-04-29,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,47.22,Copa e Cozinha,Administrativo
TX_1976,2008-04-29,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,19.02,Manutenção,Qualidade
TX_1977,2008-04-29,Meredith Palmer,Rel. Fornecedores,Dunder Mifflin Warehouse - Despesa de Logística,24.97,Logística,Suprimentos
TX_1978,2008-04-29,Oscar Martinez,Contador,Dunder Mifflin Warehouse - Despesa de Logística,67.67,Logística,Contabilidade
TX_1979,2008-04-30,Oscar Martinez,Contador,Dunder Mifflin Warehouse - Despesa de Logística,59.59,Logística,Contabilidade
TX_1980,2008-04-30,Jim Halpert,Vendedor,Cugino's - Despesa de Refeição com Cliente,24.12,Refeição com Cliente,Vendas
TX_1981,2008-04-30,Kelly Kapoor,Atendimento,FedEx - Despesa de Correios,31.95,Correios,Atendimento ao Cliente
TX_1982,2008-04-30,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,33.82,Material de Escritório,Administrativo
TX_1983,2008-04-30,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,22.6,Diversos,Qualidade
TX_1984,2008-04-30,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,101.5,Transporte Local,Vendas
TX_1985,2008-04-30,Michael Scott,Gerente Regional,Papelaria Local - Despesa de Material de Escritório,229.66,Material de Escritório,Gerência
TX_1986,2008-04-30,Michael Scott,Gerente Regional,Amtrak Train - Despesa de Viagem,68.72,Viagem,Gerência
TX_1987,2008-04-30,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,99.97,Refeição,Vendas
TX_1988,2008-04-30,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,2.4,Material de Escritório,Recursos Humanos
TX_1989,2008-04-30,Darryl Philbin,Chefe de Depósito,Água Crystal - Despesa de Copa e Cozinha,36.04,Copa e Cozinha,Depósito
TX_1990,2008-04-30,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,53.42,Manutenção,Administrativo
TX_1991,2008-04-30,Kevin Malone,Contador,FedEx - Despesa de Correios,41.75,Correios,Contabilidade
TX_1992,2008-04-30,Stanley Hudson,Vendedor,Delta Airlines - Despesa de Viagem,90.04,Viagem,Vendas
TX_1993,2008-04-30,Jim Halpert,Vendedor,Gasolina Shell - Despesa de Transporte Local,49.35,Transporte Local,Vendas
TX_1994,2008-04-30,Andy Bernard,Vendedor,Cugino's - Despesa de Refeição com Cliente,109.97,Refeição com Cliente,Vendas
TX_1995,2008-04-30,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,19.65,Manutenção,Qualidade
TX_1996,2008-04-30,Kevin Malone,Contador,Dunder Mifflin Warehouse - Despesa de Logística,70.56,Logística,Contabilidade
TX_1997,2008-04-30,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,179.54,Transporte Local,Vendas
TX_1998,2008-04-30,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,144.26,Refeição,Vendas
TX_1999,2008-04-30,Oscar Martinez,Contador,FedEx - Despesa de Correios,74.91,Correios,Contabilidade
TX_2000,2008-04-30,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,25.21,Manutenção,Recursos Humanos
TX_2001,2008-04-30,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,48.48,Refeição com Cliente,Vendas
TX_2002,2008-04-30,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,73.88,Refeição,Vendas
TX_2003,2008-04-30,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,44.12,Material de Escritório,Contabilidade
TX_2004,2008-04-30,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,20.52,Copa e Cozinha,Suprimentos
TX_2005,2008-04-30,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,54.28,Copa e Cozinha,Contabilidade
TX_2006,2008-04-30,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,56.74,Material de Escritório,Contabilidade
TX_2007,2008-04-30,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,8.85,Logística,Recursos Humanos
TX_2008,2008-04-30,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,6.63,Diversos,Suprimentos
TX_2009,2008-04-30,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,72.21,Copa e Cozinha,Contabilidade
TX_2010,2008-04-30,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,176.88,Refeição com Cliente,Vendas
TX_2011,2008-04-30,Michael Scott,Gerente Regional,Amtrak Train - Despesa de Viagem,120.31,Viagem,Gerência
TX_2012,2008-04-30,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,30.31,Copa e Cozinha,Qualidade
TX_2013,2008-05-01,Ryan Howard,Junior Salesman,Design Gráfico (Logo WUPHF),800.0,Marketing,Vendas
TX_2014,2008-05-01,Michael Scott,Gerente Regional,Estacionamento Central - Despesa de Transporte Local,223.3,Transporte Local,Gerência
TX_2015,2008-05-01,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,14.91,Logística,Qualidade
TX_2016,2008-05-01,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,18.14,Copa e Cozinha,Recursos Humanos
TX_2017,2008-05-01,Michael Scott,Gerente Regional,Papelaria Local - Despesa de Material de Escritório,91.12,Material de Escritório,Gerência
TX_2018,2008-05-01,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,5.3,Manutenção,Contabilidade
TX_2019,2008-05-01,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,23.8,Diversos,Qualidade
TX_2020,2008-05-01,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,155.05,Transporte Local,Vendas
TX_2021,2008-05-01,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,8.65,Copa e Cozinha,Contabilidade
TX_2022,2008-05-01,Oscar Martinez,Contador,FedEx - Despesa de Correios,54.09,Correios,Contabilidade
TX_2023,2008-05-01,Stanley Hudson,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,171.94,Refeição com Cliente,Vendas
TX_2024,2008-05-01,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,30.92,Manutenção,Depósito
TX_2025,2008-05-01,Dwight Schrute,Vendedor,Papelaria Local - Despesa de Material de Escritório,150.79,Material de Escritório,Vendas
TX_2026,2008-05-01,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,29.99,Copa e Cozinha,Qualidade
TX_2027,2008-05-01,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,39.14,Material de Escritório,Recursos Humanos
TX_2028,2008-05-01,Creed Bratton,Qualidade,FedEx - Despesa de Correios,4.42,Correios,Qualidade
TX_2029,2008-05-01,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,10.42,Diversos,Atendimento ao Cliente
TX_2030,2008-05-01,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,71.3,Material de Escritório,Contabilidade
TX_2031,2008-05-01,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,130.92,Material de Escritório,Vendas
TX_2032,2008-05-01,Phyllis Vance,Vendedor,Dunkin Donuts - Despesa de Refeição,152.17,Refeição,Vendas
TX_2033,2008-05-01,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,38.49,Manutenção,Contabilidade
TX_2034,2008-05-01,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,19.62,Refeição com Cliente,Vendas
TX_2035,2008-05-01,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,44.93,Material de Escritório,Contabilidade
TX_2036,2008-05-01,Phyllis Vance,Vendedor,Papelaria Local - Despesa de Material de Escritório,47.77,Material de Escritório,Vendas
TX_2037,2008-05-01,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,20.22,Material de Escritório,Qualidade
TX_2038,2008-05-01,Darryl Philbin,Chefe de Depósito,FedEx - Despesa de Correios,28.64,Correios,Depósito
TX_2039,2008-05-01,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,84.0,Material de Escritório,Vendas
TX_2040,2008-05-01,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,3.74,Manutenção,Atendimento ao Cliente
TX_2041,2008-05-01,Toby Flenderson,RH,FedEx - Despesa de Correios,18.44,Correios,Recursos Humanos
TX_2042,2008-05-01,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,22.78,Manutenção,Depósito
TX_2043,2008-05-01,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,130.71,Transporte Local,Vendas
TX_2044,2008-05-01,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,18.4,Material de Escritório,Atendimento ao Cliente
TX_2045,2008-05-01,Stanley Hudson,Vendedor,Cugino's - Despesa de Refeição com Cliente,23.46,Refeição com Cliente,Vendas
TX_2046,2008-05-01,Phyllis Vance,Vendedor,Papelaria Local - Despesa de Material de Escritório,27.5,Material de Escritório,Vendas
TX_2047,2008-05-01,Darryl Philbin,Chefe de Depósito,Vending Machine - Despesa de Diversos,3.0,Diversos,Depósito
TX_2048,2008-05-01,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,74.62,Manutenção,Administrativo
TX_2049,2008-05-01,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,4.45,Copa e Cozinha,Suprimentos
TX_2050,2008-05-01,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,24.46,Copa e Cozinha,Recursos Humanos
TX_2051,2008-05-01,Andy Bernard,Vendedor,Cugino's - Despesa de Refeição com Cliente,79.13,Refeição com Cliente,Vendas
TX_2052,2008-05-01,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,67.64,Refeição,Vendas
TX_2053,2008-05-01,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,3.62,Manutenção,Qualidade
TX_2054,2008-05-01,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,42.32,Material de Escritório,Administrativo
TX_2055,2008-05-01,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,3.55,Manutenção,Atendimento ao Cliente
TX_2056,2008-05-02,Angela Martin,Contadora,Veterinário (A. Sparkles),400.0,Diversos,Contabilidade
TX_2057,2008-05-02,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,27.85,Material de Escritório,Atendimento ao Cliente
TX_2058,2008-05-02,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,33.85,Transporte Local,Vendas
TX_2059,2008-05-02,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,23.49,Material de Escritório,Contabilidade
TX_2060,2008-05-02,Andy Bernard,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,105.86,Refeição com Cliente,Vendas
TX_2061,2008-05-02,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,160.56,Refeição com Cliente,Vendas
TX_2062,2008-05-02,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,166.0,Transporte Local,Vendas
TX_2063,2008-05-02,Andy Bernard,Vendedor,Chili's - Despesa de Refeição com Cliente,166.63,Refeição com Cliente,Vendas
TX_2064,2008-05-02,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,22.82,Manutenção,Contabilidade
TX_2065,2008-05-02,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,6.65,Logística,Qualidade
TX_2066,2008-05-02,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,160.78,Material de Escritório,Vendas
TX_2067,2008-05-02,Andy Bernard,Vendedor,Papelaria Local - Despesa de Material de Escritório,74.4,Material de Escritório,Vendas
TX_2068,2008-05-02,Kevin Malone,Contador,FedEx - Despesa de Correios,28.51,Correios,Contabilidade
TX_2069,2008-05-02,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,21.89,Copa e Cozinha,Contabilidade
TX_2070,2008-05-02,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,129.49,Refeição,Vendas
TX_2071,2008-05-02,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,15.79,Manutenção,Atendimento ao Cliente
TX_2072,2008-05-02,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,171.58,Material de Escritório,Vendas
TX_2073,2008-05-02,Dwight Schrute,Vendedor,Dunkin Donuts - Despesa de Refeição,123.77,Refeição,Vendas
TX_2074,2008-05-02,Dwight Schrute,Vendedor,Papelaria Local - Despesa de Material de Escritório,39.77,Material de Escritório,Vendas
TX_2075,2008-05-02,Andy Bernard,Vendedor,Chili's - Despesa de Refeição com Cliente,127.17,Refeição com Cliente,Vendas
TX_2076,2008-05-02,Michael Scott,Gerente Regional,Papelaria Local - Despesa de Material de Escritório,238.42,Material de Escritório,Gerência
TX_2077,2008-05-02,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,98.56,Refeição com Cliente,Vendas
TX_2078,2008-05-02,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,24.33,Material de Escritório,Atendimento ao Cliente
TX_2079,2008-05-02,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,46.78,Copa e Cozinha,Contabilidade
TX_2080,2008-05-02,Jim Halpert,Vendedor,Chili's - Despesa de Refeição com Cliente,99.21,Refeição com Cliente,Vendas
TX_2081,2008-05-02,Pam Beesly,Recepcionista,FedEx - Despesa de Correios,17.76,Correios,Administrativo
TX_2082,2008-05-02,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,20.75,Manutenção,Atendimento ao Cliente
TX_2083,2008-05-02,Kevin Malone,Contador,FedEx - Despesa de Correios,43.31,Correios,Contabilidade
TX_2084,2008-05-02,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,5.36,Diversos,Atendimento ao Cliente
TX_2085,2008-05-02,Phyllis Vance,Vendedor,Chili's - Despesa de Refeição com Cliente,83.96,Refeição com Cliente,Vendas
TX_2086,2008-05-02,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,68.92,Manutenção,Administrativo
TX_2087,2008-05-02,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,77.03,Transporte Local,Vendas
TX_2088,2008-05-02,Jim Halpert,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,48.67,Refeição com Cliente,Vendas
TX_2089,2008-05-02,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,79.75,Copa e Cozinha,Contabilidade
TX_2090,2008-05-03,Jim Halpert,Vendedor,Chili's - Despesa de Refeição com Cliente,139.99,Refeição com Cliente,Vendas
TX_2091,2008-05-03,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,17.36,Manutenção,Depósito
TX_2092,2008-05-03,Andy Bernard,Vendedor,Best Western Hotel - Despesa de Viagem,27.46,Viagem,Vendas
TX_2093,2008-05-03,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,14.29,Copa e Cozinha,Administrativo
TX_2094,2008-05-03,Stanley Hudson,Vendedor,Estacionamento Central - Despesa de Transporte Local,100.12,Transporte Local,Vendas
TX_2095,2008-05-03,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,70.07,Copa e Cozinha,Contabilidade
TX_2096,2008-05-03,Andy Bernard,Vendedor,Amtrak Train - Despesa de Viagem,47.9,Viagem,Vendas
TX_2097,2008-05-03,Darryl Philbin,Chefe de Depósito,Staples - Despesa de Material de Escritório,12.3,Material de Escritório,Depósito
TX_2098,2008-05-03,Meredith Palmer,Rel. Fornecedores,Staples - Despesa de Material de Escritório,19.32,Material de Escritório,Suprimentos
TX_2099,2008-05-03,Andy Bernard,Vendedor,Gasolina Shell - Despesa de Transporte Local,68.77,Transporte Local,Vendas
TX_2100,2008-05-03,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,65.63,Refeição,Vendas
TX_2101,2008-05-03,Meredith Palmer,Rel. Fornecedores,FedEx - Despesa de Correios,2.4,Correios,Suprimentos
TX_2102,2008-05-03,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,23.1,Transporte Local,Vendas
TX_2103,2008-05-03,Michael Scott,Gerente Regional,Estacionamento Central - Despesa de Transporte Local,278.79,Transporte Local,Gerência
TX_2104,2008-05-03,Andy Bernard,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,28.19,Refeição com Cliente,Vendas
TX_2105,2008-05-03,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,38.51,Diversos,Qualidade
TX_2106,2008-05-03,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,4.59,Diversos,Qualidade
TX_2107,2008-05-03,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,31.7,Diversos,Qualidade
TX_2108,2008-05-03,Oscar Martinez,Contador,Manutenção de Copiadora - Despesa de Manutenção,30.24,Manutenção,Contabilidade
TX_2109,2008-05-03,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,172.82,Transporte Local,Vendas
TX_2110,2008-05-03,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,86.67,Transporte Local,Vendas
TX_2111,2008-05-03,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,31.19,Manutenção,Contabilidade
TX_2112,2008-05-03,Phyllis Vance,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,52.91,Refeição com Cliente,Vendas
TX_2113,2008-05-03,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,179.84,Refeição,Vendas
TX_2114,2008-05-03,Michael Scott,Gerente Regional,Gasolina Shell - Despesa de Transporte Local,217.31,Transporte Local,Gerência
TX_2115,2008-05-03,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,31.71,Diversos,Atendimento ao Cliente
TX_2116,2008-05-03,Kelly Kapoor,Atendimento,FedEx - Despesa de Correios,16.56,Correios,Atendimento ao Cliente
TX_2117,2008-05-03,Toby Flenderson,RH,FedEx - Despesa de Correios,31.44,Correios,Recursos Humanos
TX_2118,2008-05-03,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,138.88,Transporte Local,Vendas
TX_2119,2008-05-03,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,6.48,Copa e Cozinha,Administrativo
TX_2120,2008-05-03,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,17.27,Material de Escritório,Recursos Humanos
TX_2121,2008-05-03,Phyllis Vance,Vendedor,Cugino's - Despesa de Refeição com Cliente,50.68,Refeição com Cliente,Vendas
TX_2122,2008-05-03,Andy Bernard,Vendedor,Gasolina Shell - Despesa de Transporte Local,163.32,Transporte Local,Vendas
TX_2123,2008-05-03,Stanley Hudson,Vendedor,Chili's - Despesa de Refeição com Cliente,171.81,Refeição com Cliente,Vendas
TX_2124,2008-05-03,Meredith Palmer,Rel. Fornecedores,Dunder Mifflin Warehouse - Despesa de Logística,29.6,Logística,Suprimentos
TX_2125,2008-05-04,Phyllis Vance,Vendedor,Chili's - Despesa de Refeição com Cliente,37.92,Refeição com Cliente,Vendas
TX_2126,2008-05-04,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,137.3,Transporte Local,Vendas
TX_2127,2008-05-04,Phyllis Vance,Vendedor,Estacionamento Central - Despesa de Transporte Local,62.82,Transporte Local,Vendas
TX_2128,2008-05-04,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,30.65,Manutenção,Administrativo
TX_2129,2008-05-04,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,23.0,Manutenção,Recursos Humanos
TX_2130,2008-05-04,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,29.8,Copa e Cozinha,Contabilidade
TX_2131,2008-05-04,Jim Halpert,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,20.53,Refeição com Cliente,Vendas
TX_2132,2008-05-04,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,53.07,Material de Escritório,Contabilidade
TX_2133,2008-05-04,Angela Martin,Contadora,Dunder Mifflin Warehouse - Despesa de Logística,54.06,Logística,Contabilidade
TX_2134,2008-05-04,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,59.51,Manutenção,Contabilidade
TX_2135,2008-05-04,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,124.47,Refeição,Vendas
TX_2136,2008-05-04,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,3.45,Copa e Cozinha,Suprimentos
TX_2137,2008-05-04,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,9.02,Manutenção,Atendimento ao Cliente
TX_2138,2008-05-04,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,14.59,Material de Escritório,Recursos Humanos
TX_2139,2008-05-04,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,66.94,Refeição,Vendas
TX_2140,2008-05-04,Stanley Hudson,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,175.85,Viagem,Vendas
TX_2141,2008-05-04,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,61.46,Logística,Administrativo
TX_2142,2008-05-04,Angela Martin,Contadora,Dunder Mifflin Warehouse - Despesa de Logística,49.45,Logística,Contabilidade
TX_2143,2008-05-04,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,33.98,Material de Escritório,Contabilidade
TX_2144,2008-05-04,Michael Scott,Gerente Regional,Cooper's Seafood - Despesa de Refeição com Cliente,139.91,Refeição com Cliente,Gerência
TX_2145,2008-05-04,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,15.84,Logística,Recursos Humanos
TX_2146,2008-05-04,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,26.3,Material de Escritório,Qualidade
TX_2147,2008-05-04,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,35.48,Manutenção,Qualidade
TX_2148,2008-05-04,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,15.39,Manutenção,Recursos Humanos
TX_2149,2008-05-04,Phyllis Vance,Vendedor,Cugino's - Despesa de Refeição com Cliente,36.23,Refeição com Cliente,Vendas
TX_2150,2008-05-04,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,17.21,Copa e Cozinha,Contabilidade
TX_2151,2008-05-04,Phyllis Vance,Vendedor,Amtrak Train - Despesa de Viagem,92.3,Viagem,Vendas
TX_2152,2008-05-04,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,75.72,Material de Escritório,Contabilidade
TX_2153,2008-05-04,Meredith Palmer,Rel. Fornecedores,Dunder Mifflin Warehouse - Despesa de Logística,31.25,Logística,Suprimentos
TX_2154,2008-05-04,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,59.4,Material de Escritório,Contabilidade
TX_2155,2008-05-04,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,14.37,Manutenção,Recursos Humanos
TX_2156,2008-05-04,Kevin Malone,Contador,Dunder Mifflin Warehouse - Despesa de Logística,15.92,Logística,Contabilidade
TX_2157,2008-05-04,Toby Flenderson,RH,FedEx - Despesa de Correios,35.35,Correios,Recursos Humanos
TX_2158,2008-05-05,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,78.99,Material de Escritório,Contabilidade
TX_2159,2008-05-05,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,38.79,Manutenção,Recursos Humanos
TX_2160,2008-05-05,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,36.29,Manutenção,Recursos Humanos
TX_2161,2008-05-05,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,35.99,Copa e Cozinha,Recursos Humanos
TX_2162,2008-05-05,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,38.82,Manutenção,Qualidade
TX_2163,2008-05-05,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,38.89,Copa e Cozinha,Suprimentos
TX_2164,2008-05-05,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,51.76,Transporte Local,Vendas
TX_2165,2008-05-05,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,9.3,Material de Escritório,Qualidade
TX_2166,2008-05-05,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,76.56,Transporte Local,Vendas
TX_2167,2008-05-05,Oscar Martinez,Contador,Manutenção de Copiadora - Despesa de Manutenção,29.53,Manutenção,Contabilidade
TX_2168,2008-05-05,Stanley Hudson,Vendedor,Cugino's - Despesa de Refeição com Cliente,156.87,Refeição com Cliente,Vendas
TX_2169,2008-05-05,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,19.39,Material de Escritório,Contabilidade
TX_2170,2008-05-05,Meredith Palmer,Rel. Fornecedores,FedEx - Despesa de Correios,27.05,Correios,Suprimentos
TX_2171,2008-05-05,Jim Halpert,Vendedor,Gasolina Shell - Despesa de Transporte Local,90.49,Transporte Local,Vendas
TX_2172,2008-05-05,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,18.59,Material de Escritório,Administrativo
TX_2173,2008-05-05,Darryl Philbin,Chefe de Depósito,Dunder Mifflin Warehouse - Despesa de Logística,6.02,Logística,Depósito
TX_2174,2008-05-05,Darryl Philbin,Chefe de Depósito,Staples - Despesa de Material de Escritório,13.83,Material de Escritório,Depósito
TX_2175,2008-05-05,Darryl Philbin,Chefe de Depósito,Dunder Mifflin Warehouse - Despesa de Logística,16.04,Logística,Depósito
TX_2176,2008-05-05,Jim Halpert,Vendedor,Amtrak Train - Despesa de Viagem,16.58,Viagem,Vendas
TX_2177,2008-05-05,Creed Bratton,Qualidade,FedEx - Despesa de Correios,30.64,Correios,Qualidade
TX_2178,2008-05-05,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,31.78,Material de Escritório,Recursos Humanos
TX_2179,2008-05-05,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,6.36,Manutenção,Recursos Humanos
TX_2180,2008-05-05,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,23.73,Diversos,Suprimentos
TX_2181,2008-05-05,Stanley Hudson,Vendedor,Estacionamento Central - Despesa de Transporte Local,104.55,Transporte Local,Vendas
